Acad Group,Subject,Catalog,Course ID,Course Title,Course Description,Component,Equivalent Courses,Requirement Group Description,Typically Offer,Credits,Add Consent,Drop Consent,,,,,,,,,
GCCIS,CSCI,263,112119,Honors Introduction to Computer Science Theory,"This course provides a challenging introduction to the theory of computation with an emphasis on problem solving. Topics include formal languages, grammars, auto-mata theory, computability, and complexity.",LEC,,Prerequisites:  (MATH-190 or MATH-200 or 1016-366) and (CSCI-141 or 4003-242) or equivalent courses and students in the Honors Program.,FALL,3,,,,,,,,,,,
GCCIS,CSCI,264,201270,Honors Analysis of Algorithms,"This course provides a challenging introduction to the design and analysis of algorithms with an emphasis on problem solving and algorithmic research. It covers a variety of classical algorithms and data structures and their complexity, as well as deeper coverage of more advanced material; for example, linear programming, approximation algorithms, and randomized algorithms. The course will equip students with the intellectual tools to design, analyze, implement, and evaluate their own algorithms.",LEC,,Prerequisites: CSCI-243 and MATH-190 or equivalent course.,FALL,3,,,,,,,,,,,
GCCIS,CSCI,320,107936,Principles of Data Management,"This course provides a broad introduction to the principles and practice of modern data management, with an emphasis on the relational database model. Topics in relational database systems include data modeling; the relational model; relational algebra; Structured Query Language (SQL); and data quality, transactions, integrity and security. Students will also learn approaches to building relational database application programs. Additional topics include object-oriented and object-relational databases; semi-structured databases (such as XML); and information retrieval. A database project is required.",LEC,,Prerequisites:  (MATH-190 or MATH-200 or 1016-366) and (CSCI-142 or 4003-242 or 4003-334) or equivalent courses.,FA-SP-SU,3,,,,,,,,,,,
GCCIS,CSCI,331,107864,Introduction to Intelligent Systems,"An introduction to the theories and algorithms used to create intelligent systems. Topics include search algorithms (e.g. A*, iterative deepening), logic, planning, knowledge representation, machine learning, and applications from areas such as computer vision, robotics, natural language processing, and expert systems. Programming assignments are an integral part of the course.",LEC,,Prerequisites: CSCI-261 or CSCI-264 and MATH-251 or equivalent courses.,FA-SP-SU,3,,,,,,,,,,,
GCCIS,CSCI,344,109601,Programming Language Concepts,This course is a study of the syntax and semantics of a diverse set of high-level programming languages. The languages chosen are compared and contrasted in order to demonstrate general principles of programming language design and implementation. The course emphasizes the concepts underpinning modern languages rather than the mastery of particular language details. Programming projects will be required.,LEC,,Prerequisites: CSCI-243 or SWEN-250 or IGME-309 or 4003-334 or 4010-361 or 4080-487) and (MATH-190 or MATH-200) or equivalent courses.,FA-SP-SU,3,,,,,,,,,,,
GCCIS,CSCI,351,103727,Data Communications and Networks,"This course is an in-depth study of data communications and networks. The course covers design of, and algorithms and protocols used in, the physical, data link, network, transport, and application layers in the Internet; methods for modeling and analyzing networks, including graphs, graph algorithms, and discrete event simulation; and an introduction to network science. Programming projects will be required.",LEC,,Prerequisites: (CSCI-251 or 4003-334) and (MATH-251 or STAT-251) or equivalent courses.,FALL,3,,,,,,,,,,,
GCCIS,CSCI,352,114226,Operating Systems,"An in-depth study of operating system concepts. Topics include process synchronization, interprocess communication, deadlock, multiprogramming and multiprocessing, processor scheduling and resource management, memory management, static and dynamic relocation, virtual memory, file systems, logical and physical I/O, device allocation, I/O processor scheduling, process and resource protection. Programming projects involving the development of or modification to operating system kernel features will be required.",LEC,,Prerequisites:  (CSCI-250 and CSCI-251) or (4003-334 and 4003-345) or equivalent courses.,FALL,3,,,,,,,,,,,
GCCIS,CSCI,420,113137,Principles of Data Mining,"This course provides an introduction to the major concepts and techniques used in data mining of large databases. Topics include the knowledge discovery process; data exploration and cleaning; data mining algorithms; and ethical issues underlying data preparation and mining. Data mining projects, presentations, and a term paper are required.",LEC,,Prerequisites: (CSCI-140 or CSCI-142 or CSCI-242 or 4003-243) and (STAT-145 or MATH-251 or STAT-251) or equivalent courses.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,431,107440,Introduction to Computer Vision,"An introduction to the underlying concepts of computer vision. The course will consider fundamental topics, including image formation, edge detection, texture analysis, color, segmentation, shape analysis, detection of objects in images and high level image representation. Depending on the interest of the class, more advanced topics will be covered, such as image database retrieval or robotic vision. Programming homework assignments that implement the concepts discussed in class are an integral part of the course.",LEC,,Prerequisite:  CSCI-331 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,452,114235,Systems Programming,"Application of operating system concepts to the design of hardware interfaces for a multiprogramming environment. Laboratory work includes the development of a multiprogramming (optionally, multiprocessing) kernel with system call and interrupt handling facilities, and the building of device drivers for a variety of peripheral devices. This course provides extensive experience with those aspects of systems programming that deal directly with the hardware interface. A significant team programming project is a major component of this course.",LEC,,Prerequisites:  CSCI-352 or (4003-334 and 4003-345) or equivalent courses.,SPRING,3,,,,,,,,,,,
GCCIS,CSCI,453,107944,Computer Architecture,"Computer Architecture is a study of the design of both modern and classic computer hardware. Topics include: a review of classical computer architectures; the design of operation codes and addressing modes, data formats, and their implementation; internal and external bus structures; architectural features to support virtual storage and page-replacement policies, high-level language features, and operating systems. Students will write programs which simulate the organization of several different processor architectures to help further their understanding of design choices.",LEC,,Prerequisites: CSCI-352 or 4003-440 or equivalent courses.,SPRING,3,,,,,,,,,,,
GCCIS,CSCI,455,112765,Principles of Computer Security,"This course provides a broad introduction to the basic principles and practice of computer security and emphasizes policies and mechanisms for building secure and trusted computer systems. Topics include but are not limited to the following: security principles, policies and mechanisms; cryptographic tools; user authentication and access control; secure systems and networking; secure application development; secure data management; impact of mobile, web and cloud computing; intrusion detection and prevention; auditing and forensics; privacy; security management and risk assessment; and legal and ethical aspects. Presentations and projects will be required.",LEC,,Prerequisites: CSCI-251 or 4003-420 or 4003-440 or equivalent course.,SPRING,3,,,,,,,,,,,
GCCIS,CSCI,462,111438,Introduction to Cryptography,"This course provides an introduction to cryptography, its mathematical foundations, and its relation to security. It covers classical cryptosystems, private-key cryptosystems (including DES and AES), hashing and public-key cryptosystems (including RSA). The course also provides an introduction to data integrity and authentication.",LEC,,Prerequisites:  (CSCI-243 or 4003-334) and (MATH-190 or MATH-200 or 1016-366) or equivalent courses.,FA-SP-SU,3,,,,,,,,,,,
GCCIS,CSCI,464,114225,Xtreme Theory,"A fast paced, informal look at current trends in the theory of computing. Each week is dedicated to a different topic and will explore some of the underlying theory as well as the practical applications of the theory. Sample topics may include: quantum cryptography, networks and complex systems, social welfare and game theory, zero knowledge protocols. Students will be evaluated on homework assignments and a final presentation. Offered every other year.",LEC,,Prerequisites: (MATH-190 or MATH-200) and (CSCI-140 or CSCI-142 or CSCI-242 or 4003-243) or equivalent courses.,FALL,3,,,,,,,,,,,
GCCIS,CSCI,471,109802,Professional Communications,"This course focuses on developing and improving verbal and written communication skills specific to the discipline of computer science. Topics include the different forms of writing in computer science (books, theses, journal articles, technical reports, manuscripts, etc.), writing styles of computer scientists, document readability and usability, documents for career readiness, effective presentations, teamwork and peer review, research methods, experimentation, documenting mathematics and algorithms, proper formatting of graphs, figures, and tables, and ethical, social, and professional issues facing Computer Scientists.  This course is approved as Writing Intensive.",LEC,,This class is restricted to students with at least 4th year standing COMPSCI-BS or COMPSCI-2M,FA-SP-SU,3,,,,,,,,,,,
GCCIS,CSCI,488,201204,CS Undergraduate Summer Co-op,"Students perform professional work related to Computer Science for which they are paid.  Students must complete a student co-op work report for each term for which they are registered; students are also evaluated each term by their employer.  A satisfactory grade is given for co-op when both a completed student co-op work report and a completed, corresponding employer evaluation are received and when both documents are generally consistent.  When registered for co-op, students are considered by RIT to have full-time status.  In order to register for co-op for summer term, we expect that students will work a minimum of 10 weeks and work a minimum of 35 hours per week.",COP,,,SUMMER,0,Department Consent Required,Department Consent Required,,,,,,,,,
GCCIS,CSCI,499,103731,Computer Science Undergraduate  Co-op,"Students perform professional work related to Computer Science for which they are paid. Students work full time during the term for which they are registered. Students must complete a student co-op work report for each term for which they are registered; students are also evaluated each term by their employer. A satisfactory grade is given for co-op when both a completed student co-op work report and a completed, corresponding employer evaluation are received and when both documents are generally consistent.",COP,,Enrollment in this course requires permission from the department offering the course.,FALL-SPRNG,0,Department Consent Required,Department Consent Required,,,,,,,,,
GCCIS,CSCI,509,201251,Seminar in Computer Science,"This course examines current topics in Computer Science.  This is intended to allow faculty to pilot potential new undergraduate offerings.  Specific course details (such as prerequisites, course topics, format, learning outcomes, assessment methods, and resource needs) will be determined by the faculty member(s) who propose a specific seminar course in this area.  Specific course instances will be identified as belonging to no cluster; hence, such courses will count only as general Computer Science electives.",LEL,,Prerequisites:  CSCI-140 or CSCI-142 or CSCI-242 or 4003-243 or equivalent course.,,3,,,,,,,,,,,
GCCIS,CSCI,510,107932,Introduction to Computer Graphics,"Introduction to Computer Graphics is a study of the hardware and software principles of interactive raster graphics. Topics include an introduction to the basic concepts, 2-D and 3-D modeling and transformations, viewing transformations, projections, rendering techniques, graphical software packages and graphics systems. The course will focus on rasterization techniques and emphasize the hardware rasterization pipeline including the use of hardware shaders. Students will use a standard computer graphics API to reinforce concepts and study fundamental computer graphics algorithms. Programming projects will be required.",LEC,,Prerequisites: MATH-241 and ((CSCI-243 and CSCI-250) or 4003-334) or equivalent courses.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,519,114230,Seminar in Computer Graphics,"This course examines current topics in Computer Graphics. This is intended to allow faculty to pilot potential new undergraduate offerings. Specific course details (such as prerequisites, course seminar, format, learning outcomes, assessment methods, and resource needs) will be determined by the faculty member(s) who propose a specific seminar course in this area. Specific course instances will be identified as belonging to the Computer Graphics and Visualization cluster.",LEC,,,,3,,,,,,,,,,,
GCCIS,CSCI,529,114231,Seminar in Data Management,"This course examines current topics in Data Management. This is intended to allow faculty to pilot potential new undergraduate offerings. Specific course details (such as prerequisites, course seminar, format, learning outcomes, assessment methods, and resource needs) will be determined by the faculty member(s) who propose a specific seminar course in this area. Specific course instances will be identified as belonging to the Data Management cluster, the Security cluster, or both clusters.",LEC,,,,3,,,,,,,,,,,
GCCIS,CSCI,531,113826,Introduction to Security Measurement,"The course will introduce students into the algorithmic foundations and modern methods used for security evaluation and tools design. It will combine a theoretical revision of the methods and models currently applied for computer security evaluation and an investigation of computer security through the study of user's practice. The students will be required to complete a few homework assignments, to deliver a class presentation and to implement a team project.",LEC,,Prerequisites: CSCI-351 or (4003-420 and 4003-440) or equivalent courses.,FALL,3,,,,,,,,,,,
GCCIS,CSCI,532,114232,Introduction to Intelligent Security Systems,"The course will introduce students to the application of intelligent methodologies in computer security and information assurance systems design. It will review different application areas such as intrusion detection and monitoring systems, access control and biological authentication, firewall structure and design. The students will be required to implement a course project on design of a particular security tool with an application of an artificial intelligence methodology and to undertake its performance analysis.",LEC,,Prerequisites: CSCI-331 or CSCI-351 or equivalent course.,SPRING,3,,,,,,,,,,,
GCCIS,CSCI,539,114233,Seminar in Intelligent Systems,"This course examines current topics in Intelligent Systems. This is intended to allow faculty to pilot potential new undergraduate offerings. Specific course details (such as prerequisites, course seminar, format, learning outcomes, assessment methods, and resource needs) will be determined by the faculty member(s) who propose a specific seminar course in this area. Specific course instances will be identified as belonging to the Intelligent Systems cluster, the Computational Vision and Acoustics cluster, the Security cluster, or some combination of these three clusters.",LEC,,Prerequisites: (CSCI-140 or CSCI-142 or CSCI-242 or ISTE-121 or IGME-106 or CPET-321 or 4003-243 or 4002-219 or 4080-223 or 0618-232) and MATH-251 or equivalent courses.,,3,,,,,,,,,,,
GCCIS,CSCI,541,112973,Programming Skills,"The goal of this course is to introduce the students to a programming paradigm and an appropriate programming language chosen from those that are currently important or that show high promise of becoming important. A significant portion of the learning curve occurs through programming assignments with exemplary solutions discussed later in class. The instructor will post specifics prior to registration. With the approval of the program coordinator, the course can be taken for credit more than once, provided each instance deals with a different paradigm and language.",LEC,,Prerequisites: CSCI-344 or (4003-450 and 1016-265) or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,549,114234,Seminar in Languages and Tools,"This course examines current topics in Languages and Tools. This is intended to allow faculty to pilot potential new undergraduate offerings. Specific course details (such as prerequisites, course seminar, format, learning outcomes, assessment methods, and resource needs) will be determined by the faculty member(s) who propose a specific seminar course in this area. Specific course instances will be identified as belonging to the Languages and Tools cluster, the Security cluster, or both clusters.",LEC,,,,3,,,,,,,,,,,
GCCIS,CSCI,559,114244,Seminar in Systems,"This course examines current topics in Systems. This is intended to allow faculty to pilot potential new undergraduate offerings. Specific course details (such as prerequisites, course seminar, format, learning outcomes, assessment methods, and resource needs) will be determined by the faculty member(s) who propose a specific seminar course in this area. Specific course instances will be identified as belonging to the Distributed Systems cluster, the Architecture and Operating Systems cluster, the Security cluster, or some combination of these three clusters.",LEC,,,,3,,,,,,,,,,,
GCCIS,CSCI,569,114245,Seminar in Theory,"This course examines current topics in Theory. This is intended to allow faculty to pilot potential new undergraduate offerings. Specific course details (such as prerequisites, course seminar, format, learning outcomes, assessment methods, and resource needs) will be determined by the faculty member(s) who propose a specific seminar course in this area. Specific course instances will be identified as belonging to the Theory cluster, the Security cluster, or both clusters.",LEC,,,,3,,,,,,,,,,,
GCCIS,CSCI,571,114246,Honors Capstone Research,"This course allows students to pursue two threads of research in computer science. One thread is the discovery and analysis of previous work in the field. Students will select, read and collectively discuss papers from conferences and journals in CS. A survey paper on a topic of the student's choice will be required. The other thread is an independent project. Students will select a topic, lay out weekly goals, and meet with the instructor weekly. A final report and presentation will be required.",LEC,,Enrollment in this course requires permission from the department offering the course.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,599,108136,Computer Science Undergraduate Independent Study,"Students work with a supervising faculty member on topics of mutual interest. A student works with a potential faculty sponsor to draft a proposal that describes what a student plans to do, what deliverables are expected, how the student's work will be evaluated, and how much credit will be assigned for successful completion of the work. The faculty sponsor proposes the grade, but before the grade is officially recorded, the student must submit a final report that summarizes what was actually accomplished.",IND,,Enrollment in this course requires permission from the department offering the course.,FA-SP-SU,1.00 - 3.00,Department Consent Required,,,,,,,,,,
GCCIS,CSCI,602,200910,Intersession Computational Problem Solving,"The goal of this course is to fill in gaps in student knowledge for those students who have completed CSCI 603 (Computational Problem Solving) during the immediately preceding fall semester with a grade of “B-“, “C+” or “C”.  Specific topics include: expression of algorithms in pseudo-code and a programming language; elementary data structures such as lists, trees and graphs; problem solving using recursion; and debugging and testing, with a focus on the specific advanced topics that have been most challenging to the particular students enrolled.  Assignments (both in class and homework) requiring a pseudo-code solution and implementation in a programming language are an integral part of the course. The course will meet 8 hours per week, in two-hour sessions four days per week.",LEC,,Enrollment in this course requires permission from the department offering the course.,INT,0,Department Consent Required,,,,,,,,,,
GCCIS,CSCI,603,110196,Computational Problem Solving,"This course focuses on the application of computational thinking using a problem-centered approach.  Specific topics include: expression of algorithms in pseudo-code and a programming language; elementary data structures such as lists, trees and graphs; problem solving using recursion; and debugging and testing.  Assignments (both in class and homework) requiring a pseudo-code solution and implementation in a programming language are an integral part of the course. Note: This course serves as a bridge course for graduate students and cannot be taken by undergraduate students without permission from the CS Undergraduate Program Coordinator.",LEC,,,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,604,200911,Intersession Advanced Object-Oriented Programming Concepts,"The goal of this course is to fill in gaps in student knowledge for those students who have completed CSCI 605 (Advanced Object Oriented Programming Concepts) during the immediately preceding fall semester with a grade of “B-“, “C+” or “C”.  Specific topics include: a quick overview of Java programming basics; event-driven programming; design patterns; distributed and concurrent programming; use, design and implementation of applications, with a focus on the specific advanced topics that have been most challenging to the particular students enrolled.  Assignments (both in class and homework) requiring a solution to a problem and implementation in code are an integral part of the course. The course will meet 8 hours per week, in two-hour sessions four days per week.",LEC,,Enrollment in this course requires permission from the department offering the course.,INT,0,Department Consent Required,,,,,,,,,,
GCCIS,CSCI,605,110411,Advanced Object-Oriented Programming Concepts,"This course focuses on identifying advanced object-oriented programming concepts and implementing them in the context of specific problems. This course covers advanced concepts such as event-driven programming, design patterns, distributed and concurrent programming, and the use, design and implementation of applications.  Assignments (both in class and as homework) requiring a solution to a problem and an implementation in code are an integral part of the course.  Note: This course serves as a bridge course for graduate students and cannot be taken by undergraduate students without permission from the CS Undergraduate Program Coordinator.",LEC,,,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,610,108587,Foundations of Computer Graphics,"Foundations of Computer Graphics is a study of the hardware and software principles of interactive raster graphics. Topics include an introduction to the basic concepts, 2-D and 3-D modeling and transformations, viewing transformations, projections, rendering techniques, graphical software packages and graphics systems. The course will focus on rasterization techniques and emphasize the hardware rasterization pipeline including the use of hardware shaders. Students will use a standard computer graphics API to reinforce concepts and study fundamental computer graphics algorithms. Programming projects and a survey of the current graphics literature will be required. Note: students who complete CSCI-510 may not take CSCI-610 for credit.",LEC,,Prerequisites: (CSCI-603 or CSCI-602) and (CSCI-605 or CSCI-604) or equivalent courses with grades of B or better or successful completion of CSCI-243 or 4003-334.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,620,114257,Introduction to Big Data,"This course provides a broad introduction to the exploration and management of large datasets being generated and used in the modern world. First, practical techniques used in exploratory data analysis and mining are introduced; topics include data preparation, visualization, statistics for understanding data, and grouping and prediction techniques. Second, approaches used to store, retrieve, and manage data in the real world are presented; topics include traditional database systems, query languages, and data integrity and quality.  Case studies will examine issues in data capture, organization, storage, retrieval, visualization, and analysis in diverse settings such as urban crime, drug research, census data, social networking, and space exploration. Big data exploration and management projects, a term paper and a presentation are required.",LEC,,Prerequisites: CSCI-603 or CSCI-602 or CSCI-605 or CSCI-604 or CSCI-243 or 4003-334 or equivalent course and sufficient background in statistics.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,621,114258,Database System Implementation,"This course provides a broad introduction to database management systems including data modeling, the relational model, and SQL. Database system implementation issues are covered next, where the focus is on data structures and algorithms used to implement database management systems. Topics include physical data organizations, indexing and hashing, query processing and optimization, database recovery techniques, transaction management, concurrency control, and database performance evaluation. Current research topics in database system implementation are also explored. Programming projects, a term paper, and presentations will be required.",LEC,,Prerequisites: CSCI-620 or (CSCI-420 and CSCI-320) or (4003-485 and 4003-487) or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,622,112888,Data Security and Privacy,"This course examines policies, methods and mechanisms for securing enterprise and personal data and ensuring data privacy.  Topics include data integrity and confidentiality; access control models; secure database architectures; secure transaction processing; information flow, aggregation, and inference controls; auditing; securing data in contemporary (relational, XML and other NO SQL) database systems; data privacy; and legal and ethical issues in data protection. Programming projects are required.",LEC,,Prerequisites: CSCI-620 or (CSCI-420 and CSCI-320) or (4003-485 and 4003-487) or equivalent course.,SPRING,3,,,,,,,,,,,
GCCIS,CSCI,630,110071,Foundations of Intelligent Systems,"An introduction to the theories and algorithms used to create intelligent systems. Topics include search algorithms (e.g. A*, iterative deepening), logic, planning, knowledge representation, machine learning, and applications from areas such as computer vision, robotics, natural language processing, and expert systems. Programming assignments and oral/written summaries of research papers are required. Note: students who complete CSCI-331 may not not take CSCI-630 for credit.",LEC,,Prerequisites: Completion of (CSCI-603 or CSCI-602) and (CSCI-605 or CSCI-604) and (CSCI-661 or CSCI-660) with grades of B or better.  Prerequisite may also be satisfied by successful completion of (CSCI-243 or 4003-334) and (CSCI-262 or CSCI-263).,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,631,103735,Foundations of Computer Vision,"An introduction to the underlying concepts of computer vision and image understanding. The course will consider fundamental topics, including image formation, edge detection, texture analysis, color, segmentation, shape analysis, detection of objects in images and high level image representation. Depending on the interest of the class, more advanced topics will be covered, such as image database retrieval or robotic vision. Programming assignments are an integral part of the course. Note: students who complete CSCI-431 may not take CSCI-631 for credit.",LEC,,Prerequisites: Completion of (CSCI-603 or CSCI-602) and (CSCI-605 or CSCI-604) and (CSCI-661 or CSCI-660) with grades of B or better.  Prerequisite may also be satisfied by successful completion of (CSCI-243 or 4003-334) and (CSCI-262 or CSCI-263).,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,632,114259,Mobile Robot Programming,"This course covers standard and novel techniques for mobile robot programming, including software architectures, reactive motion control, map building, localization and path planning. Other topics may include multiple robot systems, robot vision and non-traditional and dynamic robots. Students will implement various algorithms in simulation as well as on a real robot, and investigate and report on current research in the area. Course offered every other year.",LEC,,Prerequisites: CSCI-630 or CSCI-331 or equivalent course.,SPRING,3,,,,,,,,,,,
GCCIS,CSCI,633,113279,Biologically Inspired Intelligent Systems,"There have been significant advances in recent years in the areas of neuroscience, cognitive science and physiology related to how humans process information. In this course students will focus on developing computational models that are biologically inspired to solve complex problems. A research paper and programming project on a relevant topic will be required. A background in biology is not required.",LEC,,Prerequisites: Completion of (CSCI-603 or CSCI-602) and (CSCI-605 or CSCI-604) and (CSCI-661 or CSCI-660) with grades of B or better.  Prerequisite may also be satisfied by successful completion of (CSCI-243 or 4003-334) and (CSCI-262 or CSCI-263).,FALL,3,,,,,,,,,,,
GCCIS,CSCI,641,112972,Advanced Programming Skills,"The goal of this course is to introduce the students to a programming paradigm and an appropriate programming language chosen from those that are currently important or that show high promise of becoming important. A significant portion of the learning curve occurs through programming assignments with exemplary solutions discussed later in class. The instructor will post specifics prior to registration. With the approval of the program coordinator, the course can be taken for credit more than once, provided each instance deals with a different paradigm and language. A term project involving independent investigation is also required. Note: students who complete CSCI-541 may not take CSCI-641 for credit.",LEC,,Prerequisites: (CSCI-603 or CSCI-602) and (CSCI-605 or CSCI-604) or equivalent courses with grades of B or better or successful completion of CSCI-243 or 4003-334.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,642,112087,Secure Coding,"This course provides an introduction to secure coding including topics such as principles of secure coding, security architectures and design, operational practices and testing, programmatic use of cryptography, and defenses against software exploitation. Other topics include software based fault isolation, type-safe languages, certifying compilers; proof-carrying code, and automated program analysis and program rewriting. Programming projects, presentations, and a term paper will be required.",LEC,,Prerequisites: (CSCI-603 or CSCI-602) and (CSCI-605 or CSCI-604) or equivalent courses with grades of B or better or successful completion of CSCI-243 or 4003-334.,FALL,3,,,,,,,,,,,
GCCIS,CSCI,651,103702,Foundations of Computer Networks,"This course is an introduction to the concepts and principles of computer networks. Students will design and implement projects using application protocols, and will study transport, network, and data link protocols and algorithms. The course also includes an introduction to local area networks, data transmission fundamentals, and network security. Programming projects and reading research papers will be required.",LEC,,Prerequisites: CSCI-605 or CSCI-604 or CSCI-243 or 4003-334 or equivalent course and sufficient background in statistics.,FALL,3,,,,,,,,,,,
GCCIS,CSCI,652,110052,Distributed Systems,"An introduction to the study of distributed systems. The course covers distributed system architectures such as client-server and peer-to-peer, distributed system design issues such as communication, fault tolerance, coordination, and deadlock, distributed system middleware such as remote method invocation (RMI) and tuple space, and the theory of distributed algorithms such as logical clocks and leader election. Programming projects are required.",LEC,,Prerequisites: CSCI-603 or CSCI-602 or CSCI-243 and sufficient background in Operating Systems or (4003-334 and 4003-345) or equivalent courses.,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,654,114262,Foundations of Parallel Computing,"This course is a study of the hardware and software issues in parallel computing. Topics include an introduction to the basic concepts, parallel architectures and network topologies, parallel algorithms, parallel metrics, parallel languages, granularity, applications, parallel programming design and debugging. Students will become familiar with various types of parallel architectures and programming environments.",LEC,,Prerequisites: Completion of (CSCI-603 or CSCI-602) and (CSCI-605 or CSCI-604) and (CSCI-661 or CSCI-660) with grades of B or better.  Prerequisite may also be satisfied by successful completion of (CSCI-243 or 4003-334) and (CSCI-262 or CSCI-263).,FALL,3,,,,,,,,,,,
GCCIS,CSCI,660,200909,Intersession Found CS Theory,"The goal of the course is to provide graduate students who have taken CSCI 661 (Foundations of Computer Science Theory) during the immediately preceding fall semester and obtained a grade of “B-”, “C+” or “C” the opportunity to fill in the gaps in their knowledge so that they may successfully carry on with graduate courses in the spring semester.  As such, the course will give students additional experience in topics which include but are not limited to: discrete mathematics, DFAs and NFAs, regular expressions and Kleene’s Theorem, Pumping Lemma for regular languages, CFLs and PDAs, Turing machines, decidability, and complexity, with a focus on the specific topics that have been most challenging to the particular students enrolled.
The course will meet 8 hours per week, in two-hour sessions, four days per week.",LEC,,Enrollment in this course requires permission from the department offering the course.,INT,0,Department Consent Required,,,,,,,,,,
GCCIS,CSCI,661,113228,Foundations of Computer Science Theory,"This course provides an introduction to the theory of computation, including formal languages, grammars, automata theory, computability, and complexity. This course serves as a bridge course for graduate students and cannot be taken by undergraduate students without permission from the CS Undergraduate Program Coordinator. Note: Students who complete CSCI 262 or CSCI 263 may not take CSCI 661 for credit.",LEC,,"Sufficient background in discrete mathematics and programming is required. Student standing in COMPSCI-MS, any Computer Science BS/MS program or COMPIS-PHD is also required.",FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,662,111437,Foundations of Cryptography,"This course provides an introduction to cryptography, its mathematical foundations, and its relation to security. It covers classical cryptosystems, private-key cryptosystems (including DES and AES), hashing and public-key cryptosystems (including RSA). The course also provides an introduction to data integrity and authentication. Note: students who complete CSCI-462 may not take CSCI-662 for credit.",LEC,,Prerequisites: Completion of (CSCI-603 or CSCI-602) and (CSCI-605 or CSCI-604) and (CSCI-661 or CSCI-660) with grades of B or better.  Prerequisite may also be satisfied by successful completion of (CSCI-243 or 4003-334) and (CSCI-262 or CSCI-263).,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,664,103711,Computational Complexity,"This course provides an introduction to computational complexity theory. It covers the P=NP problem, time and space complexity, randomization, approximability, and relativization. Course offered every other year.",LEC,,Prerequisites: (CSCI-661 or CSCI-660 or CSCI-262 or CSCI-263) and (CSCI-665 or CSCI-261 or CSCI-264) or equivalent courses.,SPRING,3,,,,,,,,,,,
GCCIS,CSCI,665,110801,Foundations of Algorithms,"This course provides an introduction to the design and analysis of algorithms. It covers a variety of classical algorithms and their complexity and will equip students with the intellectual tools to design, analyze, implement, and evaluate their own algorithms. Note: students who take CSCI-261 or CSCI-264 may not take CSCI-665 for credit.",LEL,,Prerequisites: Completion of (CSCI-603 or CSCI-602) and (CSCI-605 or CSCI-604) and (CSCI-661 or CSCI-660) with grades of B or better.  Prerequisite may also be satisfied by successful completion of (CSCI-243 or 4003-334) and (CSCI-262 or CSCI-263).,FALL-SPRNG,3,,,,,,,,,,,
GCCIS,CSCI,686,114260,Graduate Professional Seminar,"This course provides students with skills required to succeed as Computer Science professionals, balancing the divergent needs of computing technology, employee, employer, and societal needs. Topics covered include skills in professional communication; skills to determine and effectively address needs of diverse audiences; research skills such as the ability to perform a literature review, design and conduct studies; team participation and management skills; conflict management; and skills to handle legal, ethical and societal challenges faced by CS professionals.",LEC,,,FA-SP-SU,3,,,,,,,,,,,
GCCIS,CSCI,687,114261,Graduate Research Seminar,"This course provides students with the theoretical background and practical application of various research methods that can be used in computing and information sciences. The course provides an overview of the research process and literature review, and provides initial study in correlation and experimental research methods and design. Students will analyze several existing research studies and design and conduct studies.",LEC,,,FA-SP-SU,3,,,,,,,,,,,
GCCIS,CSCI,699,103820,Computer Science Graduate Co-op,"Students perform professional work related to Computer Science for which they are paid.  Students work full time during the term for which they are registered.  Students must complete a student co-op work report for each term for which they are registered; students are also evaluated each term by their employer.  A satisfactory grade is given for co-op when both a completed student co-op work report and a completed, corresponding employer evaluation are received and when both documents are generally consistent.  Co-op is an optional part of the MS in Computer Science degree.  Graduate students are eligible to do a maximum of 364 days of co-op and students must register for co-op by the end of add/drop period for the appropriate term.  See the CS graduate program coordinator or RIT's Office of Cooperative Education and Career Services for further details.",COP,,Enrollment in this course requires permission from the department offering the course.,FA-SP-SU,0,Department Consent Required,Department Consent Required,,,,,,,,,
GCCIS,CSCI,709,201252,Topics in Computer Science,"This course examines current topics in Computer Science.  This is intended to allow faculty to pilot potential new graduate offerings.  Specific course details (such as prerequisites, course topics, format, learning outcomes, assessment methods, and resource needs) will be determined by the faculty member(s) who propose a specific seminar course in this area.  Specific course instances will be identified as belonging to no cluster; hence, such courses will count only as general Computer Science electives.",LEL,,,,3,,,,,,,,,,,
